,data,valor_de_venda,petroleo_ultimo,petroleo_var,usd_ultimo,usd_var,producao
439,2022-06-05,6.763137156194224,117.52,0.15999999999999998,4.9295,1.2033333333333334,613232.0832372728
440,2022-06-12,6.756910580330434,115.32000000000001,0.07999999999999999,5.0855999999999995,1.4766666666666666,613232.0832372728
441,2022-06-19,6.747867117117117,113.12,0.0,5.2417,1.75,613232.0832372728
442,2022-06-26,7.016347207009858,111.63,-1.32,5.331,1.7,613232.0832372728
443,2022-07-03,6.870814500296763,108.82,-0.20666666666666678,5.386266666666667,1.68,663687.543000909
444,2022-07-10,6.5306658172720535,106.01,0.9066666666666665,5.441533333333334,1.66,663687.543000909
445,2022-07-17,6.3003221498220805,103.2,2.02,5.4968,1.64,663687.543000909
446,2022-07-24,6.18889129058515,110.01,6.6,5.1734,-5.88,663687.543000909
447,2022-07-31,6.078756901035725,94.92,-13.72,5.1646,-0.17,663687.543000909
448,2022-08-07,5.995149341806628,95.82,-7.59,5.1671499999999995,0.8649999999999999,663687.543000909
449,2022-08-14,5.88505127970331,96.72,-1.46,5.1697,1.9,663687.543000909
450,2022-08-21,5.752165477954798,100.99,4.41,5.0601,-2.12,663687.543000909
451,2022-08-28,5.6296457287589226,93.02,-7.89,5.1681,2.13,663687.543000909
452,2022-09-04,5.557290820471161,90.73,-7.156666666666666,5.198566666666666,1.46,663687.543000909
453,2022-09-11,5.460415289925494,88.44,-6.423333333333334,5.229033333333334,0.79,663687.543000909
454,2022-09-18,5.401196097511011,86.15,-5.69,5.2595,0.12,663687.543000909
455,2022-09-25,5.383333333333333,87.96,2.1,5.4154,2.96,663687.543000909
456,2022-10-02,5.0390252930289945,89.80666666666666,2.08,5.330433333333334,0.9433333333333334,663687.543000909
457,2022-10-09,5.0313412901392445,91.65333333333334,2.06,5.245466666666666,-1.0733333333333333,663687.543000909
458,2022-10-16,5.067799756130606,93.5,2.04,5.1605,-3.09,663687.543000909
459,2022-10-23,5.112323317307692,95.77,2.43,5.2949,2.6,663687.543000909
460,2022-10-30,5.185094099463588,98.57,2.92,5.0557,-4.52,663687.543000909
461,2022-11-06,5.232701416555998,93.095,-2.9000000000000004,5.2192,-1.7199999999999998,671103.0052777273
462,2022-11-13,5.2637916446324695,87.62,-8.72,5.3827,1.08,671103.0052777273
463,2022-11-20,5.287603410433902,83.63,-4.55,5.4098,0.5,671103.0052777273
464,2022-11-27,5.296431873581575,85.57,2.32,5.2189,-3.53,671103.0052777273
465,2022-12-04,5.289183433936955,85.02,3.6033333333333335,5.201,-3.2866666666666666,671103.0052777273
466,2022-12-11,5.282185814027293,84.47,4.886666666666667,5.1831,-3.043333333333333,671103.0052777273
467,2022-12-18,5.209711629372833,83.92,6.17,5.1652,-2.8,671103.0052777273
468,2022-12-25,5.177999838501292,85.91,2.37,5.286,2.34,671103.0052777273
469,2023-01-01,5.202447884733292,78.57,-8.54,5.2254,-1.15,733552.0743181818
470,2023-01-08,5.340793038214151,83.1,-2.8899999999999997,5.2164,0.52,733552.0743181818
471,2023-01-15,5.281261980830671,87.63,2.76,5.2074,2.19,733552.0743181818
472,2023-01-22,5.237396775729542,86.66,-1.11,5.1089,-1.89,733552.0743181818
473,2023-01-29,5.21705312762249,79.94,-7.75,5.1522,0.85,733552.0743181818
474,2023-02-05,5.2850310637758335,81.01333333333334,-5.1033333333333335,5.171466666666666,0.84,733552.0743181818
475,2023-02-12,5.257322809069057,82.08666666666666,-2.456666666666666,5.190733333333333,0.83,733552.0743181818
476,2023-02-19,5.185601370289629,83.16,0.19,5.21,0.82,733552.0743181818
477,2023-02-26,5.162964045782533,85.83,3.21,5.1956,-0.28,733552.0743181818
478,2023-03-05,5.258311003334343,80.83500000000001,-0.3200000000000003,5.06365,0.39,697926.223
479,2023-03-12,5.3976136434886195,75.84,-3.85,4.9317,1.06,697926.223
480,2023-03-19,5.37226051576617,74.99,2.77,5.2463,-0.6,697926.223
481,2023-03-26,5.3496283538796225,79.77,6.37,5.0631,-3.49,697926.223
482,2023-04-02,5.312018244693537,80.39999999999999,2.45,5.058266666666667,-1.3833333333333333,697926.223
483,2023-04-09,5.321084566470553,81.03,-1.4699999999999998,5.053433333333333,0.7233333333333336,697926.223
484,2023-04-16,5.314746570907165,81.66,-5.39,5.0486,2.83,697926.223
485,2023-04-23,5.3208580895795246,79.54,-2.6,4.9865,-1.23,697926.223
486,2023-04-30,5.332902069603422,75.3,-5.33,4.9518,-0.7,697926.223
487,2023-05-07,5.328475305845038,75.44,-1.7149999999999999,4.97495,0.44999999999999996,697926.223
488,2023-05-14,5.271933685946653,75.58,1.9,4.9981,1.6,697926.223
489,2023-05-21,5.209194781309271,76.95,1.81,4.9939,-0.08,697926.223
490,2023-05-28,5.016326645309953,76.13,-1.07,4.9571,-0.74,697926.223
491,2023-06-04,4.972712248507627,75.36999999999999,-1.9133333333333336,4.9002,-0.7266666666666667,729875.5646363636
492,2023-06-11,5.0501305614703575,74.61,-2.756666666666667,4.8433,-0.7133333333333333,729875.5646363636
493,2023-06-18,5.031903305493471,73.85,-3.6,4.7864,-0.7,729875.5646363636
494,2023-06-25,4.998424361493124,74.9,1.42,4.786,-0.01,729875.5646363636
495,2023-07-02,4.9902533802352425,76.95666666666666,1.4466666666666665,4.783833333333333,-0.07666666666666666,786946.5298181818
496,2023-07-09,5.164267614168457,79.01333333333334,1.4733333333333334,4.781666666666666,-0.14333333333333334,786946.5298181818
497,2023-07-16,5.136012580029203,81.07,1.5,4.7795,-0.21,786946.5298181818
498,2023-07-23,5.098584590074034,84.99,4.84,4.7336,-0.96,786946.5298181818
499,2023-07-30,5.06584180605663,86.24,1.47,4.8733,2.95,786946.5298181818
500,2023-08-06,5.051387145639472,85.52,-0.42500000000000004,4.92135,2.1350000000000002,786946.5298181818
501,2023-08-13,5.067780968686144,84.8,-2.32,4.9694,1.32,786946.5298181818
502,2023-08-20,5.2531164215016135,84.48,-0.38,4.8711,-1.98,786946.5298181818
503,2023-08-27,5.525304647725407,88.55,4.82,4.9463,1.54,786946.5298181818
504,2023-09-03,5.538110573752474,90.12333333333333,2.9800000000000004,4.942566666666667,1.4966666666666666,786946.5298181818
505,2023-09-10,5.538037123485607,91.69666666666666,1.1400000000000001,4.938833333333333,1.4533333333333334,786946.5298181818
506,2023-09-17,5.54367262800156,93.27,-0.7,4.9351,1.41,786946.5298181818
507,2023-09-24,5.55107501933488,95.31,2.19,5.032,1.96,786946.5298181818
508,2023-10-01,5.533403810153067,94.26,1.9266666666666665,5.031733333333333,0.9866666666666667,786946.5298181818
509,2023-10-08,5.523034848313973,93.21,1.663333333333333,5.031466666666667,0.01333333333333342,786946.5298181818
510,2023-10-15,5.514789438871127,92.16,1.4,5.0312,-0.96,786946.5298181818
511,2023-10-22,5.4890982639474135,90.48,-1.82,5.0152,-0.32,786946.5298181818
512,2023-10-29,5.492529154921793,84.89,-6.18,4.9012,-2.27,786946.5298181818
513,2023-11-05,5.477915477497255,83.45333333333333,-4.133333333333333,4.901466666666667,-1.54,797458.6272272727
514,2023-11-12,5.465645527554694,82.01666666666667,-2.086666666666667,4.9017333333333335,-0.81,797458.6272272727
515,2023-11-19,5.456092159410873,80.58,-0.04,4.902,-0.08,797458.6272272727
516,2023-11-26,5.444656806977626,78.88,-2.11,4.8801,-0.45,797458.6272272727
517,2023-12-03,5.434704958856647,72.97,-11.85,5.2778,1.17,797458.6272272727
518,2023-12-10,5.415757492889959,76.02,-4.279999999999999,5.06815,-0.20999999999999996,797458.6272272727
519,2023-12-17,5.384751204721425,79.07,3.29,4.8585,-1.59,797458.6272272727
520,2023-12-24,5.345644929140833,77.04,-2.57,4.8521,-0.13,797458.6272272727
521,2023-12-31,5.323133653262728,78.76,2.23,4.8743,0.46,797458.6272272727
522,2024-01-07,5.347236324834325,78.76,2.23,4.8743,0.46,788380.7815909091
523,2024-01-14,5.340724780701755,78.76,2.23,4.8743,0.46,788380.7815909091
524,2024-01-21,5.325803793618316,78.76,2.23,4.8743,0.46,788380.7815909091
525,2024-01-28,5.305001991918502,78.76,2.23,4.8743,0.46,788380.7815909091
526,2024-02-04,5.3097423710505,78.76,2.23,4.8743,0.46,788380.7815909091
527,2024-02-11,5.4322607844203885,78.76,2.23,4.8743,0.46,788380.7815909091
528,2024-02-18,5.439315237177428,78.76,2.23,4.8743,0.46,788380.7815909091
529,2024-02-25,5.437171045576408,78.76,2.23,4.8743,0.46,788380.7815909091
530,2024-03-03,5.42476098295424,78.76,2.23,4.8743,0.46,751893.5557727272
531,2024-03-10,5.422272314027489,78.76,2.23,4.8743,0.46,751893.5557727272
532,2024-03-17,5.414871340316949,78.76,2.23,4.8743,0.46,751893.5557727272
533,2024-03-24,5.4184294073030665,78.76,2.23,4.8743,0.46,751893.5557727272
534,2024-03-31,5.42269258222149,78.76,2.23,4.8743,0.46,751893.5557727272
535,2024-04-07,5.44086339573214,78.76,2.23,4.8743,0.46,751893.5557727272
536,2024-04-14,5.473791702772964,78.76,2.23,4.8743,0.46,751893.5557727272
537,2024-04-21,5.495997427376997,78.76,2.23,4.8743,0.46,751893.5557727272
538,2024-04-28,5.522870903513964,78.76,2.23,4.8743,0.46,751893.5557727272
539,2024-05-05,5.519553947510531,78.76,2.23,4.8743,0.46,751893.5557727272
540,2024-05-12,5.524243408377829,78.76,2.23,4.8743,0.46,751893.5557727272
541,2024-05-19,5.5300973263228554,78.76,2.23,4.8743,0.46,751893.5557727272
542,2024-05-26,5.5158899694055945,78.76,2.23,4.8743,0.46,751893.5557727272
543,2024-06-02,5.515689789555729,78.76,2.23,4.8743,0.46,739051.6974090908
544,2024-06-09,5.509052908349432,78.76,2.23,4.8743,0.46,739051.6974090908
545,2024-06-16,5.51240451623359,78.76,2.23,4.8743,0.46,739051.6974090908
546,2024-06-23,5.523522328419461,78.76,2.23,4.8743,0.46,739051.6974090908
547,2024-06-30,5.519579539811289,78.76,2.23,4.8743,0.46,739051.6974090908
548,2024-07-07,5.516571374717266,78.76,2.23,4.8743,0.46,723536.6099090909
549,2024-07-14,5.594225684315065,78.76,2.23,4.8743,0.46,723536.6099090909
550,2024-07-21,5.690107089178357,78.76,2.23,4.8743,0.46,723536.6099090909
551,2024-07-28,5.704113834187296,78.76,2.23,4.8743,0.46,723536.6099090909
552,2024-08-04,5.698760628064297,78.76,2.23,4.8743,0.46,723536.6099090909
553,2024-08-11,5.7103011213304775,78.76,2.23,4.8743,0.46,723536.6099090909
554,2024-08-18,5.6926356302728,78.76,2.23,4.8743,0.46,723536.6099090909
555,2024-08-25,5.692763013531635,78.76,2.23,4.8743,0.46,723536.6099090909
556,2024-09-01,5.686714628297363,78.76,2.23,4.8743,0.46,723536.6099090909
557,2024-09-08,5.683677208835341,78.76,2.23,4.8743,0.46,723536.6099090909
558,2024-09-15,5.690264120020172,78.76,2.23,4.8743,0.46,723536.6099090909
559,2024-09-22,5.676509876543211,78.76,2.23,4.8743,0.46,723536.6099090909
560,2024-09-29,5.662808715195405,78.76,2.23,4.8743,0.46,723536.6099090909
561,2024-10-06,5.674931275771585,78.76,2.23,4.8743,0.46,723536.6099090909
562,2024-10-13,5.670080075070378,78.76,2.23,4.8743,0.46,723536.6099090909
563,2024-10-20,5.674267905005298,78.76,2.23,4.8743,0.46,723536.6099090909
564,2024-10-27,5.686879004435682,78.76,2.23,4.8743,0.46,723536.6099090909
565,2024-11-03,5.68156978896705,78.76,2.23,4.8743,0.46,717582.6113181817
566,2024-11-10,5.683492644611595,78.76,2.23,4.8743,0.46,717582.6113181817
567,2024-11-17,5.686164629072521,78.76,2.23,4.8743,0.46,717582.6113181817
568,2024-11-24,5.679154212831745,78.76,2.23,4.8743,0.46,717582.6113181817
569,2024-12-01,5.700332267119264,78.76,2.23,4.8743,0.46,717582.6113181817
570,2024-12-08,5.713065963060686,78.76,2.23,4.8743,0.46,717582.6113181817
571,2024-12-15,5.732980499576077,78.76,2.23,4.8743,0.46,717582.6113181817
572,2024-12-22,5.735231405501215,78.76,2.23,4.8743,0.46,717582.6113181817
573,2024-12-29,5.747839165131984,78.76,2.23,4.8743,0.46,717582.6113181817
574,2025-01-05,5.734547563805105,78.76,2.23,4.8743,0.46,771952.4677727274
